0.000000000000000000e+00, -4.055757784909188146e+00, -1.572575875281484947e+01, -2.354916101760148095e+01, -1.882451962564034176e+01, -6.790769565685191023e-02, 2.831710559415216366e+01, 5.914287335342801555e+01, 8.558525809791220240e+01, 1.031481841804211399e+02, 1.101635563524920656e+02, 1.072644295919503747e+02, 9.645996820812217720e+01, 8.027615118220359136e+01, 6.116822215003463725e+01, 4.121635328551724342e+01, 2.202478137713222850e+01, 4.732112624666592993e+00, -9.934132797402879689e+00, -2.159362534387631882e+01, -3.015164490417518550e+01, -3.574023997679829279e+01, -3.866016241303948675e+01, -3.932342531280227149e+01, -3.819876147417404155e+01, -3.576350139608675960e+01, -3.246510299223328389e+01, -2.869422032129716271e+01, -2.476949454326931033e+01, -2.093275913182356618e+01, -1.735238503208787364e+01, -1.413211566285248111e+01, -1.132285752323276107e+01, -8.935327273373586010e+00, -6.952034683668855131e+00
0.000000000000000000e+00, 1.449258532838323954e-01, 1.110859173033288627e+00, 5.748073707429571577e+00, 1.908197470311514721e+01, 4.369378250425046417e+01, 7.678773424619390653e+01, 1.115507271587193117e+02, 1.405851853604693815e+02, 1.587012086573244858e+02, 1.639643569952448274e+02, 1.572824334485112558e+02, 1.413134727559672399e+02, 1.193547024634615497e+02, 9.454653814823564062e+01, 6.945193857652455449e+01, 4.592719280453431452e+01, 2.516399185186714504e+01, 7.804573316103084579e+00, -5.929566512593779315e+00, -1.612205655609032462e+01, -2.306589509354881429e+01, -2.718577789503119746e+01, -2.897507234296682199e+01, -2.894512647502977387e+01, -2.758599430849488243e+01, -2.533829895385770214e+01, -2.257579218068313054e+01, -1.959756688046044815e+01, -1.662824007467406773e+01, -1.382401421092272997e+01, -1.128243865531143086e+01, -9.053897885481301699e+00, -7.153247980668216321e+00, -5.570495676590653034e+00
0.000000000000000000e+00, -9.348301376581902744e+00, -3.668986694603734122e+01, -5.823793856408792635e+01, -5.824117565260629448e+01, -3.540326665232314696e+01, 2.515156915500709189e+00, 4.467675719306807025e+01, 8.158538633689956043e+01, 1.073283943488366106e+02, 1.198743844183187122e+02, 1.201790309730452719e+02, 1.108986300888837917e+02, 9.525371109869179520e+01, 7.627042426573753175e+01, 5.640141272888752155e+01, 3.742213020166402515e+01, 2.048228000854386011e+01, 6.220176053187438825e+00, -5.113980359821894695e+00, -1.354939823568516211e+01, -1.930603761892627901e+01, -2.272383425420582626e+01, -2.420619883758856616e+01, -2.417523179467504946e+01, -2.303740944449769401e+01, -2.115917205652910837e+01, -1.885181868732036747e+01, -1.636469058094995077e+01, -1.388514599342005518e+01, -1.154352273839763399e+01, -9.421235749133046511e+00, -7.560341804987248615e+00, -5.973241942653118031e+00, -4.651591766631835156e+00
0.000000000000000000e+00, 2.532514012371634315e+00, 1.050274740088373804e+01, 2.081147553918067317e+01, 3.466690902241599304e+01, 5.442008033950206425e+01, 7.913912257590705224e+01, 1.044899296548338725e+02, 1.251630511965374524e+02, 1.371890341146129515e+02, 1.389480341268293557e+02, 1.309859839388998353e+02, 1.152462637677004835e+02, 9.425266192820396327e+01, 7.051507155225077383e+01, 4.620506375434056423e+01, 2.303456935988502252e+01, 2.247944312873473738e+00, -1.533925228469154511e+01, -2.928876935248703717e+01, -3.948570024688022073e+01, -4.608148306958469931e+01, -4.943202163958765283e+01, -5.003203137415223267e+01, -4.844984034900228664e+01, -4.526822891811620764e+01, -4.103623682323586763e+01, -3.623489654996203058e+01, -3.125748534737734019e+01, -2.640285294610064781e+01, -2.187906185313554275e+01, -1.781404162959164950e+01, -1.427007039305621028e+01, -1.125942850761789771e+01, -8.759292179733344952e+00
0.000000000000000000e+00, -1.708912627478617496e+00, -6.559406928626487776e+00, -9.326210718399750021e+00, -5.694347560582492918e+00, 5.281741187610504262e+00, 2.138851167146123444e+01, 3.874130678680607787e+01, 5.354430060099241473e+01, 6.326898432997626998e+01, 6.699495501090422067e+01, 6.513198001945200133e+01, 5.888598398130070422e+01, 4.974890152361426487e+01, 3.914412444476431574e+01, 2.824269839594255416e+01, 1.790730452961822650e+01, 8.709262656382083634e+00, 9.758144452167311078e-01, -5.157136082133654931e+00, -9.697266680606055900e+00, -1.275527541178047741e+01, -1.451056790777050232e+01, -1.518197929008093006e+01, -1.500305531061247422e+01, -1.420206807911188207e+01, -1.298712085811088279e+01, -1.153645597721635241e+01, -9.993641124124563291e+00, -8.466887609980645379e+00, -7.031482305553660161e+00, -5.734233847949928631e+00, -4.598918349800602989e+00, -3.631902709633755055e+00, -2.827362431418690925e+00
0.000000000000000000e+00, -6.057056258931797998e+00, -2.372774148961189766e+01, -3.733401262784659025e+01, -3.623484824363318779e+01, -1.937522043880762013e+01, 7.977303055292872536e+00, 3.823043636026773129e+01, 6.462427119481247928e+01, 8.292309406247383663e+01, 9.169644719526688448e+01, 9.169781032144565813e+01, 8.492468184178278534e+01, 7.377100069808763294e+01, 6.045399389130620449e+01, 4.672724377943397656e+01, 3.380779236121454545e+01, 2.242756119990971797e+01, 1.293663238947275396e+01, 5.413104184218837212e+00, -2.422662651186641702e-01, -4.233081143735980767e+00, -6.814639545927034803e+00, -8.257548954240673922e+00, -8.823501023172546809e+00, -8.749979619756475202e+00, -8.241593204188607302e+00, -7.466375903867301211e+00, -6.555775011448806033e+00, -5.607242834167398549e+00, -4.688485019409944776e+00, -3.842551771357903156e+00, -3.093115534013565426e+00, -2.449452719504455089e+00, -1.910819697566886521e+00
0.000000000000000000e+00, -6.340233212457343503e-01, -2.335028497296224526e+00, -2.578992485268456036e+00, 1.193313363166831564e+00, 9.806159287935908964e+00, 2.191044310185136723e+01, 3.480459592025585636e+01, 4.573243512361324292e+01, 5.284272320780336685e+01, 5.550881933128866308e+01, 5.413785518380461070e+01, 4.974851494943009556e+01, 4.354935546726464679e+01, 3.663794623343926560e+01, 2.984600288975415339e+01, 2.370246427366340214e+01, 1.846947683074286672e+01, 1.421056235277013080e+01, 1.086280039221122173e+01, 8.297717169151878736e+00, 6.365298015720790126e+00, 4.921492374533432468e+00, 3.842429889102262131e+00, 3.029345962897993516e+00, 2.407853791368485208e+00, 1.924363570772078091e+00, 1.541542389180176942e+00, 1.233932500091939888e+00, 9.842717073779831960e-01, 7.806838862692857539e-01, 6.146930634525757942e-01, 4.799148954685734103e-01, 3.712527721661390556e-01, 2.844393896815266554e-01
0.000000000000000000e+00, -9.778962047720172635e+00, -3.853462346822232121e+01, -6.230200478123909136e+01, -6.610623947370405062e+01, -4.933280820560343471e+01, -1.926862115790738628e+01, 1.473973240480348146e+01, 4.490935460490391051e+01, 6.656084792210852186e+01, 7.812980260058340320e+01, 8.035313689939208359e+01, 7.524029538313691035e+01, 6.520616931233035984e+01, 5.250773741001088979e+01, 3.896903117424414376e+01, 2.590998537014473868e+01, 1.418808003529770190e+01, 4.284713633750644846e+00, -3.603005271324245751e+00, -9.481931917596945425e+00, -1.349780145682541033e+01, -1.588364535110533460e+01, -1.691892320918837456e+01, -1.689735493617744311e+01, -1.610241050987788469e+01, -1.478993655289974996e+01, -1.317742109653278781e+01, -1.143913142404638172e+01, -9.706045163052081648e+00, -8.069293652794845784e+00, -6.585810669532829564e+00, -5.285013899181536523e+00, -4.175586102591421600e+00, -3.251704063654953902e+00
0.000000000000000000e+00, 1.639076680741500924e+00, 6.653387390715371552e+00, 1.218115377353706741e+01, 1.760327254964454724e+01, 2.375064567090113243e+01, 3.080138105578690499e+01, 3.782872226422507822e+01, 4.346033986844157937e+01, 4.664495473449611751e+01, 4.703033769500008532e+01, 4.493381959189337493e+01, 4.108822689550347462e+01, 3.634808284164915904e+01, 3.146599960951352770e+01, 2.697428023138457931e+01, 2.315952284935286087e+01, 2.009853429169375616e+01, 1.772272504607124333e+01, 1.588588210689149527e+01, 1.442025491539738624e+01, 1.317470700917743187e+01, 1.203489981325501113e+01, 1.092897706562613358e+01, 9.823523680512106893e+00, 8.714401165925105275e+00, 7.616096528217343398e+00, 6.551993744786193119e+00, 5.546831304392957129e+00, 4.621722294621563698e+00, 3.791534544346660152e+00, 3.064127591699921993e+00, 2.440853023354944806e+00, 1.917769283009302494e+00, 1.487135363121636189e+00
0.000000000000000000e+00, 6.823369279666050558e-01, 3.097629975203215480e+00, 8.001595227549593403e+00, 1.832385583255955197e+01, 3.598376090930138105e+01, 5.929181261338266751e+01, 8.364025529035538398e+01, 1.038958996899455514e+02, 1.164296913676903245e+02, 1.199107435800355859e+02, 1.150350658126209566e+02, 1.037457580024316997e+02, 8.842620801975743916e+01, 7.131691967928081510e+01, 5.420762881307710046e+01, 3.834811666082240578e+01, 2.449055715269095046e+01, 1.298901120368112849e+01, 3.908583499003270401e+00, -2.878814561600999689e+00, -7.619075014941402380e+00, -1.061981677948385361e+01, -1.220992214709799839e+01, -1.271104956330926505e+01, -1.241840277222123134e+01, -1.158887540976011721e+01, -1.043517133481511294e+01, -9.124680017535538923e+00, -7.781921545781888661e+00, -6.493403034230409432e+00, -5.313818500374062559e+00, -4.272689358346654309e+00, -3.380758386973979679e+00, -2.635679809567457177e+00
0.000000000000000000e+00, -3.524567024383781888e+00, -1.358945491320909227e+01, -1.977956658592493255e+01, -1.378776041307621725e+01, 6.043522787906146831e+00, 3.547532218918177449e+01, 6.727515114281462161e+01, 9.444863387808690902e+01, 1.123476683125421829e+02, 1.192539599154632697e+02, 1.158594815932675886e+02, 1.043024707096169408e+02, 8.725751426207305883e+01, 6.730778984396948772e+01, 4.661907889295058993e+01, 2.683460276004427669e+01, 9.092881293093080686e+00, -5.904518203166769119e+00, -1.781523253709522692e+01, -2.658316094788214912e+01, -3.237212582375140357e+01, -3.550421274393673343e+01, -3.640188638182819858e+01, -3.553508831037152760e+01, -3.337578378093535747e+01, -3.036235186284942955e+01, -2.687515470899093728e+01, -2.322319089681772297e+01, -1.964046057315298555e+01, -1.628984335045558751e+01, -1.327198488579365687e+01, -1.063682205700538219e+01, -8.395796114170652302e+00, -6.533349099720545894e+00
