0.000000000000000000e+00, -3.609731026623356348e-02, -1.185162120588358348e-01, -1.058631221737485195e-01, 9.905313948909871824e-02, 4.788311706783752175e-01, 9.248815942796089207e-01, 1.308902988085322905e+00, 1.542925641760188205e+00, 1.599640565959077776e+00, 1.500694360884144318e+00, 1.292944940191820269e+00, 1.027598983659671728e+00, 7.478818540716509755e-01, 4.845485882979521097e-01, 2.562302925570347223e-01, 7.182827372189114212e-02, -6.674735737564525817e-02, -1.622163984530436698e-01, -2.200930215637508514e-01, -2.473033460917979098e-01, -2.511554211308197893e-01, -2.385955755539568568e-01, -2.157153421819473227e-01, -1.874813621778612105e-01, -1.576536004880086939e-01, -1.288470050884313323e-01, -1.026867226667179528e-01, -8.000968601002311775e-02, -6.107426449872878360e-02, -4.575150881084359689e-02
0.000000000000000000e+00, -2.494838922711791612e-02, -7.753803528271721590e-02, -3.779344690979202087e-02, 1.885485186015119496e-01, 5.888295433738626183e-01, 1.054746485932160027e+00, 1.453972427038558113e+00, 1.694643351750589000e+00, 1.748485182028438611e+00, 1.639185675370707918e+00, 1.417209015445775711e+00, 1.137324043391601425e+00, 8.452304870330707987e-01, 5.727390148072850629e-01, 3.383216620975663114e-01, 1.499721320237229205e-01, 8.438838009775516055e-03, -9.003434453269353044e-02, -1.516608954589755420e-01, -1.836730547093576305e-01, -1.933448886796775568e-01, -1.873570752233286174e-01, -1.714226261648028049e-01, -1.501168902220766099e-01, -1.268640098395337756e-01, -1.040338768975542089e-01, -8.310573072317059551e-02, -6.486001250258033313e-02, -4.956873366636970618e-02, -3.716463157549321217e-02
0.000000000000000000e+00, -5.451758202590223368e-02, -1.835369154719254936e-01, -1.966237583468016248e-01, 2.487461903052043052e-02, 4.553531454353917374e-01, 9.654559240798115116e-01, 1.407105257096329609e+00, 1.680498248256276694e+00, 1.755430523681319466e+00, 1.657044455328190224e+00, 1.438554154247045469e+00, 1.157510730255733700e+00, 8.618526335879502787e-01, 5.849465633331902836e-01, 3.462166459554483766e-01, 1.541568808221580600e-01, 9.714012152585931037e-03, -9.085314585398243659e-02, -1.538430500780100518e-01, -1.866182516576451456e-01, -1.965946717514549802e-01, -1.905866450999373629e-01, -1.744221982511624525e-01, -1.527687424882698541e-01, -1.291192127288241231e-01, -1.058911633529789620e-01, -8.459381978586488771e-02, -6.602385295077631278e-02, -5.045954655169544723e-02, -3.783327175588310082e-02
0.000000000000000000e+00, -2.523362144197198453e-02, -7.942656642263860867e-02, -4.632997207426328007e-02, 1.631915150634407063e-01, 5.364931585906927980e-01, 9.717255301433137538e-01, 1.345289533060928688e+00, 1.571919935111026012e+00, 1.626029562157220498e+00, 1.530592343678287781e+00, 1.333326509073888833e+00, 1.085415366014995220e+00, 8.288462632135531472e-01, 5.919537623691909500e-01, 3.901927672389191581e-01, 2.291902953926442110e-01, 1.081367193326621540e-01, 2.260196301793189130e-02, -3.346025505703260905e-02, -6.643035736375985101e-02, -8.227630738592189852e-02, -8.616837897301220239e-02, -8.232630107263319563e-02, -7.401174478755914721e-02, -6.360823199874446332e-02, -5.274859483386388354e-02, -4.246159099103587881e-02, -3.331762734097441780e-02, -2.556043980091304152e-02, -1.921744382004409585e-02
0.000000000000000000e+00, -6.483426305312482707e-02, -2.234969072793381306e-01, -2.761174409326013768e-01, -1.139719156311689435e-01, 2.332641849837277237e-01, 6.516148775222623257e-01, 1.017516916799385163e+00, 1.250201221784085437e+00, 1.326249093635922804e+00, 1.266627124852038655e+00, 1.114217646498599557e+00, 9.146348108758969309e-01, 7.050719226119169791e-01, 5.104934538084291429e-01, 3.444363042556347621e-01, 2.117934755920675149e-01, 1.118674264493386555e-01, 4.088533410201496132e-02, -6.232310759732980973e-03, -3.476549532125526587e-02, -4.957649583966208112e-02, -5.481478559215905572e-02, -5.382151869064648320e-02, -4.915076233947720391e-02, -4.265440784322941520e-02, -3.559685480689139814e-02, -2.877756183207043003e-02, -2.264748489948716081e-02, -1.741113484942104911e-02, -1.311030103057545491e-02
0.000000000000000000e+00, -2.253605913357118601e-02, -7.145708855497888423e-02, -4.559482732461120347e-02, 1.314319500641334404e-01, 4.484592527331740519e-01, 8.187796340085027325e-01, 1.138155231090509201e+00, 1.336235289966386075e+00, 1.394663846303916266e+00, 1.336916818248745642e+00, 1.206683267125966630e+00, 1.048262676685460137e+00, 8.948666215980846106e-01, 7.649406635608978489e-01, 6.639512262380460328e-01, 5.886813411065726642e-01, 5.317871911736562485e-01, 4.853557965924901185e-01, 4.430436097057638412e-01, 4.009185015628576876e-01, 3.573826386286798606e-01, 3.125979181612278945e-01, 2.677594079429149732e-01, 2.244411048421573462e-01, 1.841220592596684025e-01, 1.479141401139072165e-01, 1.164612492142317879e-01, 8.995842738509404746e-02, 6.823844709894637262e-02, 5.088361194303510360e-02
0.000000000000000000e+00, -6.586417760691842815e-02, -2.261543552941960022e-01, -2.732821809370227784e-01, -9.126723774530864919e-02, 2.896017839739516986e-01, 7.466804231877318676e-01, 1.145304489182202845e+00, 1.396577052805633157e+00, 1.473978330153145277e+00, 1.399629830828127641e+00, 1.220011156142733588e+00, 9.852014283077334955e-01, 7.367915901222541475e-01, 5.036419156569079680e-01, 3.024874285047662870e-01, 1.406005260822590086e-01, 1.876137910269125297e-02, -6.624246622481394509e-02, -1.197664111108546758e-01, -1.480274830338215442e-01, -1.572512450400243844e-01, -1.531302419823666883e-01, -1.405139274088920143e-01, -1.232745148090920867e-01, -1.043041692457029462e-01, -8.560303133681496091e-02, -6.842083926311538777e-02, -5.342026158888649873e-02, -4.083756972456548118e-02, -3.062467274776492845e-02
0.000000000000000000e+00, -4.343138316651780351e-02, -1.457314244778513679e-01, -1.527327700050281345e-01, 3.308573825263073226e-02, 3.913020087421062443e-01, 8.154389236615333658e-01, 1.183515327151916319e+00, 1.414384107413820812e+00, 1.485831429911148804e+00, 1.422270922918384750e+00, 1.270853243776191910e+00, 1.080335296774945775e+00, 8.886022249222450542e-01, 7.186104401851516332e-01, 5.798926947274160026e-01, 4.725570994561702487e-01, 3.915736017033401573e-01, 3.301791230141117861e-01, 2.820385222158684480e-01, 2.422775962854412657e-01, 2.077083045412700391e-01, 1.765905952220943875e-01, 1.482078091681539589e-01, 1.224366776757321584e-01, 9.940496184874339503e-02, 7.926548076584608027e-02, 6.207685755623282287e-02, 4.776405313925007751e-02, 3.612867436433345875e-02, 2.688363425959997000e-02
0.000000000000000000e+00, 2.983281907265513885e-02, 1.180429260083169229e-01, 2.500141843093190430e-01, 4.698863343641948576e-01, 7.891060223301554766e-01, 1.144457438908497382e+00, 1.440824346353695828e+00, 1.606874248106173741e+00, 1.619881392313257340e+00, 1.499554132553793773e+00, 1.288213594300795739e+00, 1.032010343768478444e+00, 7.694277631208672474e-01, 5.270404443007368211e-01, 3.199488698130377173e-01, 1.542693927687901478e-01, 2.997468217477579008e-02, -5.669731222757343897e-02, -1.114589358996197627e-01, -1.407422360064509992e-01, -1.508875277441287244e-01, -1.476361373135777477e-01, -1.358474065209129278e-01, -1.193844379471629968e-01, -1.011245401795993482e-01, -8.305494635864599240e-02, -6.641795036202018110e-02, -5.187496634427579689e-02, -3.966633892401347922e-02, -2.975182837746813413e-02
0.000000000000000000e+00, -1.225422932740304408e-02, -3.368852628130106913e-02, 1.699792011315648735e-02, 2.133411876604078550e-01, 5.485019624243773206e-01, 9.359244728042627193e-01, 1.266956777100438636e+00, 1.465757076249294633e+00, 1.509809487306069897e+00, 1.420495734282369193e+00, 1.241563636239283230e+00, 1.019614317273040083e+00, 7.924195137011514900e-01, 5.848512862139958468e-01, 4.097409756564692751e-01, 2.709133987158785506e-01, 1.665330995028604100e-01, 9.185119883440259758e-02, 4.110110892751937112e-02, 8.631120058536435186e-03, -1.052268609116084087e-02, -2.042263460632203972e-02, -2.422107354626291606e-02, -2.425501915662211030e-02, -2.218194411714287384e-02, -1.912216698585425187e-02, -1.579012444726896058e-02, -1.260660804202353054e-02, -9.789594756825711896e-03, -7.424375985341552693e-03
